,s,x1,z1,y1,x2,z2,y2
0,0.0,-1.4724310636520386,1.5099115371704102,0.0,-0.9396480321884155,0.19179582595825195,1.0
1,0.0,-1.175856113433838,-0.5794294476509094,0.0,-0.5424923896789551,-0.8228829503059387,1.0
2,0.0,-1.2232002019882202,1.0947327613830566,0.0,-1.1295651197433472,-0.7593806982040405,0.0
3,0.0,-0.8915692567825317,-0.5893147587776184,0.0,-1.5073869228363037,-1.4600026607513428,0.0
4,0.0,-0.9595213532447815,-0.45294517278671265,1.0,-1.0753886699676514,-0.15019243955612183,0.0
5,0.0,-0.667133629322052,0.46653178334236145,0.0,-0.5748242139816284,-0.7856582403182983,0.0
6,0.0,-0.8578283786773682,1.7469823360443115,1.0,-0.5262330174446106,-0.6917290687561035,0.0
7,0.0,-1.0559396743774414,-0.5883111357688904,0.0,-1.217739224433899,-0.835945725440979,1.0
8,0.0,-1.2800097465515137,0.047364041209220886,0.0,-1.1795427799224854,-0.8074496388435364,0.0
9,0.0,-1.2635011672973633,-0.19268865883350372,0.0,-1.142422080039978,-0.9537014365196228,0.0
10,0.0,-0.7388738393783569,0.6908842325210571,0.0,-1.0471268892288208,-1.4613268375396729,0.0
11,0.0,-0.8930250406265259,-1.1197563409805298,1.0,-1.189663290977478,-1.4750797748565674,0.0
12,0.0,-0.11568218469619751,-0.3704977035522461,1.0,-0.6747539043426514,-1.1199239492416382,1.0
13,0.0,-1.3628411293029785,-0.2803097069263458,1.0,-0.9437767863273621,-1.0485961437225342,0.0
14,0.0,-1.4114782810211182,-0.30054810643196106,1.0,-0.8200262784957886,-0.7119561433792114,1.0
15,0.0,-1.1331385374069214,-0.5577855706214905,1.0,-0.802578330039978,-1.1460174322128296,1.0
16,0.0,-0.9658058881759644,-0.05591210722923279,0.0,-0.7777746319770813,-1.0163499116897583,1.0
17,0.0,-1.0472463369369507,-0.7430517673492432,0.0,-1.1622062921524048,-0.8814776539802551,1.0
18,0.0,-1.1678532361984253,-0.9940623044967651,1.0,-1.059468388557434,-0.503132164478302,1.0
19,0.0,-0.8128041625022888,0.6435818076133728,1.0,-1.0791338682174683,-0.9555646181106567,0.0
20,0.0,-0.8797593116760254,-0.03090635873377323,1.0,-1.3005908727645874,-0.6471876502037048,0.0
21,0.0,-0.9269894957542419,0.04813133180141449,0.0,-1.4302892684936523,-1.2629649639129639,0.0
22,0.0,-1.2187654972076416,1.6811277866363525,1.0,-0.9670760035514832,-0.7724559903144836,1.0
23,0.0,-0.6038538217544556,1.3121799230575562,0.0,-0.627170205116272,-0.8673014044761658,0.0
24,0.0,-0.6725366711616516,0.2656678855419159,0.0,-1.151421308517456,-1.3377430438995361,1.0
25,0.0,-1.022957444190979,-0.5906850099563599,0.0,-1.2470588684082031,-1.962082862854004,0.0
26,0.0,-0.4588375687599182,1.5569311380386353,0.0,-1.3587735891342163,-1.0154598951339722,0.0
27,0.0,-0.599454402923584,-0.6834768056869507,0.0,-1.154782772064209,-0.9363382458686829,0.0
28,0.0,-0.564826250076294,-1.0860357284545898,0.0,-1.1433601379394531,-0.9905763268470764,0.0
29,0.0,-1.3520821332931519,-0.25072330236434937,0.0,-0.9818204045295715,-0.3387983441352844,0.0
30,0.0,-1.0718774795532227,-0.1325981169939041,0.0,-0.8827557563781738,-0.7374597191810608,0.0
31,0.0,-1.2167353630065918,-0.4148275852203369,0.0,-1.3006579875946045,-1.197508454322815,1.0
32,0.0,-1.0041409730911255,0.7165856957435608,0.0,-0.8049909472465515,-1.1609481573104858,1.0
33,0.0,-0.7658432722091675,0.7313202023506165,1.0,-0.6462632417678833,-0.9826536774635315,0.0
34,0.0,-0.7611759305000305,0.364615797996521,0.0,-1.0742459297180176,-0.6526781320571899,0.0
35,0.0,-1.0486100912094116,-2.0139782428741455,0.0,-0.5743200778961182,-0.26012253761291504,1.0
36,0.0,-1.405608892440796,-0.8157570958137512,1.0,-0.9481571912765503,-1.0218842029571533,0.0
37,0.0,-0.5124571323394775,-0.043385136872529984,0.0,-0.8491338491439819,-1.0182836055755615,0.0
38,0.0,-0.982639729976654,-0.42742714285850525,0.0,-1.378964900970459,-1.2172783613204956,1.0
39,0.0,-0.9899879097938538,-0.7761305570602417,0.0,-0.7404274940490723,-0.9526146054267883,0.0
40,0.0,-1.2099075317382812,-0.8711475729942322,0.0,-1.20877206325531,-1.186842918395996,0.0
