,s,x1,z1,y1,x2,z2,y2
0,0.0,0.9497635960578918,1.4982293844223022,1.0,0.8718273043632507,1.5090656280517578,1.0
1,0.0,0.8718273043632507,1.5090656280517578,1.0,0.813636302947998,1.4531681537628174,1.0
2,0.0,0.813636302947998,1.4531681537628174,1.0,0.8253070712089539,1.5416492223739624,1.0
3,0.0,0.8253070712089539,1.5416492223739624,1.0,0.899895429611206,1.6383438110351562,1.0
4,0.0,0.899895429611206,1.6383438110351562,1.0,0.08480019867420197,0.8991897106170654,0.0
5,0.0,0.08480019867420197,0.8991897106170654,0.0,0.8015311360359192,1.3321834802627563,1.0
6,0.0,0.8015311360359192,1.3321834802627563,1.0,0.7983684539794922,1.550857663154602,1.0
7,0.0,0.7983684539794922,1.550857663154602,1.0,0.759952187538147,1.6337089538574219,1.0
8,0.0,0.759952187538147,1.6337089538574219,1.0,0.9993967413902283,1.5740097761154175,1.0
9,1.0,-0.004825480282306671,1.0227041244506836,0.0,0.06454609334468842,1.0243711471557617,1.0
10,1.0,0.06454609334468842,1.0243711471557617,1.0,-0.04588620737195015,1.1832520961761475,1.0
11,1.0,-0.04588620737195015,1.1832520961761475,1.0,0.9565538763999939,1.4865174293518066,1.0
12,1.0,0.9565538763999939,1.4865174293518066,1.0,-0.06172942370176315,1.2047542333602905,0.0
13,1.0,-0.06172942370176315,1.2047542333602905,0.0,0.7315908074378967,1.7826696634292603,1.0
14,1.0,0.7315908074378967,1.7826696634292603,1.0,0.7314653396606445,1.6926181316375732,1.0
15,1.0,0.7314653396606445,1.6926181316375732,1.0,0.18143914639949799,1.1427708864212036,1.0
16,1.0,0.18143914639949799,1.1427708864212036,1.0,0.09915326535701752,1.077849268913269,0.0
17,1.0,0.09915326535701752,1.077849268913269,0.0,0.0819704532623291,1.1024034023284912,0.0
18,1.0,0.06921520084142685,1.0583604574203491,0.0,-0.02804386615753174,0.9892520904541016,0.0
19,1.0,-0.02804386615753174,0.9892520904541016,0.0,-0.050376951694488525,1.0936719179153442,0.0
20,1.0,-0.050376951694488525,1.0936719179153442,0.0,-0.09069443494081497,1.0493470430374146,0.0
