,s,x1,z1,y1,x2,z2,y2
0,0.0,-0.6634920239448547,-0.9320446252822876,1.0,-0.652377724647522,-0.83946293592453,1.0
1,0.0,-1.3195698261260986,-0.06028039753437042,1.0,-0.9558720588684082,-1.444566249847412,1.0
2,0.0,-0.9052387475967407,-0.8507732152938843,0.0,-0.5038182735443115,-1.2012333869934082,0.0
3,0.0,-0.7182180881500244,1.3671361207962036,1.0,-0.7963750958442688,-0.542858362197876,0.0
4,0.0,-0.8700317740440369,-0.6792465448379517,0.0,-1.1130273342132568,-1.360734462738037,1.0
5,0.0,-1.5706254243850708,-1.2935949563980103,1.0,-0.7984814643859863,-1.6578807830810547,1.0
6,0.0,-1.1627711057662964,0.8759486675262451,1.0,-1.2847176790237427,-0.9338216781616211,0.0
7,0.0,-0.9394971132278442,1.9222464561462402,1.0,-1.1254444122314453,-0.5168522596359253,0.0
8,0.0,-0.9508223533630371,0.03378717973828316,0.0,-0.7776137590408325,-0.48020341992378235,0.0
9,0.0,-1.128159523010254,-0.7663588523864746,0.0,-0.4886240065097809,-0.8898290395736694,0.0
10,0.0,-0.8936512470245361,-2.140632390975952,1.0,-0.9918172359466553,-0.3247535228729248,0.0
11,0.0,-1.1528422832489014,0.8741162419319153,0.0,-0.1856389045715332,-0.9357655644416809,0.0
12,0.0,-1.2864755392074585,0.8543263077735901,0.0,-0.5747134685516357,-1.1274007558822632,1.0
13,0.0,-1.0438154935836792,-0.8112318515777588,1.0,-0.7198233008384705,-0.8580317497253418,0.0
14,0.0,-0.8735671639442444,0.9063420295715332,1.0,-1.017946720123291,-1.1989072561264038,0.0
15,0.0,-0.5862782001495361,1.381125807762146,0.0,-0.8755044937133789,-1.3270306587219238,0.0
16,0.0,-1.0885461568832397,0.19379350543022156,1.0,-0.7824246287345886,-0.505222499370575,0.0
17,0.0,-0.9939051866531372,-1.3275558948516846,1.0,-1.0040764808654785,-0.9467622637748718,0.0
18,0.0,-1.3807053565979004,0.10601630061864853,1.0,-0.5632302761077881,-1.0225701332092285,0.0
