,s,x1,z1,y1,x2,z2,y2
0,0.0,0.8497536182403564,1.476540207862854,1.0,0.8633794784545898,1.533332109451294,1.0
1,0.0,0.8633794784545898,1.533332109451294,1.0,0.8725757002830505,1.5162913799285889,1.0
2,0.0,0.8725757002830505,1.5162913799285889,1.0,0.08865939825773239,1.0494370460510254,1.0
3,0.0,0.08865939825773239,1.0494370460510254,1.0,0.57317715883255,1.489294409751892,1.0
4,0.0,0.57317715883255,1.489294409751892,1.0,0.9384837746620178,1.4871299266815186,1.0
5,0.0,0.9384837746620178,1.4871299266815186,1.0,0.027465853840112686,0.8338968753814697,1.0
6,0.0,0.027465853840112686,0.8338968753814697,1.0,0.7917503118515015,1.6003462076187134,1.0
7,0.0,0.7917503118515015,1.6003462076187134,1.0,0.7083753347396851,1.4640088081359863,1.0
8,0.0,0.7083753347396851,1.4640088081359863,1.0,0.1456582397222519,1.0131750106811523,1.0
9,1.0,-0.004825480282306671,1.0227041244506836,0.0,-0.11045663803815842,1.1190413236618042,1.0
10,1.0,-0.11045663803815842,1.1190413236618042,1.0,0.7902054190635681,1.6930186748504639,1.0
11,1.0,0.7902054190635681,1.6930186748504639,1.0,0.9050580859184265,1.7277759313583374,1.0
12,1.0,0.9050580859184265,1.7277759313583374,1.0,-0.06551001220941544,1.0511479377746582,1.0
13,1.0,-0.06551001220941544,1.0511479377746582,1.0,-0.120510995388031,0.8940622806549072,0.0
14,1.0,-0.120510995388031,0.8940622806549072,0.0,0.6751756072044373,1.56190025806427,1.0
15,1.0,0.6751756072044373,1.56190025806427,1.0,-0.16820761561393738,1.0596508979797363,0.0
16,1.0,-0.16820761561393738,1.0596508979797363,0.0,0.045225806534290314,1.14542555809021,1.0
17,1.0,0.045225806534290314,1.14542555809021,1.0,0.039147183299064636,1.1267127990722656,1.0
18,1.0,0.06921520084142685,1.0583604574203491,1.0,0.0013236934319138527,1.1927813291549683,1.0
19,1.0,0.0013236934319138527,1.1927813291549683,1.0,0.8270168900489807,1.741221308708191,1.0
20,1.0,0.8270168900489807,1.741221308708191,1.0,0.8417222499847412,1.7503371238708496,1.0
21,1.0,0.8417222499847412,1.7503371238708496,1.0,0.022078461945056915,1.2035127878189087,1.0
22,1.0,0.022078461945056915,1.2035127878189087,1.0,-0.09784400463104248,0.9474388957023621,1.0
23,1.0,-0.09784400463104248,0.9474388957023621,1.0,0.8486095070838928,1.6142182350158691,1.0
24,1.0,0.8486095070838928,1.6142182350158691,1.0,-0.2037251591682434,1.0666835308074951,0.0
25,1.0,-0.2037251591682434,1.0666835308074951,0.0,0.11178186535835266,1.1424791812896729,1.0
26,1.0,0.11178186535835266,1.1424791812896729,1.0,-0.1523696780204773,1.1333045959472656,1.0
27,1.0,0.6616418361663818,1.7519493103027344,1.0,0.3178834915161133,1.126967430114746,1.0
28,1.0,0.3178834915161133,1.126967430114746,1.0,-0.07216240465641022,0.9644012451171875,0.0
29,1.0,-0.07216240465641022,0.9644012451171875,0.0,1.3359538316726685,1.3678137063980103,1.0
30,1.0,1.3359538316726685,1.3678137063980103,1.0,0.6827993392944336,1.4589542150497437,1.0
31,1.0,0.6827993392944336,1.4589542150497437,1.0,0.7472164034843445,1.6115868091583252,1.0
32,1.0,0.7472164034843445,1.6115868091583252,1.0,0.7495405673980713,1.2893177270889282,1.0
33,1.0,0.7495405673980713,1.2893177270889282,1.0,-0.04846266284584999,1.0074968338012695,1.0
34,1.0,-0.04846266284584999,1.0074968338012695,1.0,-0.4524630904197693,0.9261736869812012,0.0
35,1.0,-0.4524630904197693,0.9261736869812012,0.0,-0.31553831696510315,0.8265119194984436,0.0
36,1.0,0.7750028371810913,1.5845810174942017,1.0,0.9901050925254822,1.6653081178665161,1.0
37,1.0,0.9901050925254822,1.6653081178665161,1.0,0.8980759382247925,1.7278504371643066,1.0
38,1.0,0.8980759382247925,1.7278504371643066,1.0,0.797319233417511,2.0715677738189697,1.0
39,1.0,0.797319233417511,2.0715677738189697,1.0,0.8527181148529053,1.719262719154358,1.0
40,1.0,0.8527181148529053,1.719262719154358,1.0,-0.07553720474243164,1.0090044736862183,1.0
41,1.0,-0.07553720474243164,1.0090044736862183,1.0,0.9708261489868164,1.3330421447753906,1.0
42,1.0,0.9708261489868164,1.3330421447753906,1.0,-0.09173040837049484,0.8197728395462036,0.0
43,1.0,-0.09173040837049484,0.8197728395462036,0.0,0.6674858927726746,1.5731340646743774,1.0
44,1.0,0.6674858927726746,1.5731340646743774,1.0,0.9194205403327942,1.6816586256027222,1.0
45,1.0,-0.2115156650543213,1.1084884405136108,1.0,-0.25095421075820923,0.8683302402496338,0.0
46,1.0,-0.25095421075820923,0.8683302402496338,0.0,-0.4428238570690155,0.7790480256080627,0.0
47,1.0,-0.4428238570690155,0.7790480256080627,0.0,0.1871388852596283,1.2801719903945923,1.0
48,1.0,0.1871388852596283,1.2801719903945923,1.0,0.7118813991546631,1.7813433408737183,1.0
49,1.0,0.7118813991546631,1.7813433408737183,1.0,0.6913871169090271,1.3708381652832031,1.0
50,1.0,0.6913871169090271,1.3708381652832031,1.0,0.8549486994743347,1.490944743156433,1.0
51,1.0,0.8549486994743347,1.490944743156433,1.0,1.0346672534942627,1.5886578559875488,1.0
52,1.0,1.0346672534942627,1.5886578559875488,1.0,-0.044313058257102966,0.9291772842407227,1.0
53,1.0,-0.044313058257102966,0.9291772842407227,1.0,0.3306923806667328,1.255167841911316,1.0
54,1.0,0.0758112221956253,1.0544397830963135,1.0,0.07112782448530197,1.276039958000183,1.0
55,1.0,0.07112782448530197,1.276039958000183,1.0,0.8240182399749756,1.773917555809021,1.0
56,1.0,0.8240182399749756,1.773917555809021,1.0,0.8897489905357361,1.7801663875579834,1.0
57,1.0,0.8897489905357361,1.7801663875579834,1.0,0.21409872174263,1.29429030418396,1.0
58,1.0,0.21409872174263,1.29429030418396,1.0,0.04082290828227997,1.0880497694015503,1.0
59,1.0,0.04082290828227997,1.0880497694015503,1.0,0.7748420834541321,1.5222407579421997,1.0
60,1.0,0.7748420834541321,1.5222407579421997,1.0,-0.15686218440532684,1.0887157917022705,1.0
61,1.0,-0.15686218440532684,1.0887157917022705,1.0,0.05388059467077255,1.1181894540786743,1.0
62,1.0,0.05388059467077255,1.1181894540786743,1.0,-0.14000770449638367,1.14279305934906,1.0
63,1.0,0.6912198662757874,1.7091331481933594,1.0,0.7683900594711304,1.4659168720245361,1.0
64,1.0,0.7683900594711304,1.4659168720245361,1.0,0.5344807505607605,1.363358497619629,1.0
65,1.0,0.5344807505607605,1.363358497619629,1.0,0.38523563742637634,1.0143629312515259,1.0
66,1.0,0.38523563742637634,1.0143629312515259,1.0,0.7806626558303833,1.5389140844345093,1.0
67,1.0,0.7806626558303833,1.5389140844345093,1.0,0.8803136348724365,1.6202622652053833,1.0
68,1.0,0.8803136348724365,1.6202622652053833,1.0,-0.0007313350215554237,0.96189945936203,1.0
69,1.0,-0.0007313350215554237,0.96189945936203,1.0,-0.03779022768139839,0.999138593673706,1.0
70,1.0,-0.03779022768139839,0.999138593673706,1.0,-0.20602425932884216,0.8321610689163208,0.0
71,1.0,-0.20602425932884216,0.8321610689163208,0.0,-0.1439439356327057,0.5830568671226501,0.0
